No	Price	Receipt_Time	Seller	User	Payment	Status
262	23000	2021-09-10 10:41:03	22	3	4	0
263	22300	2021-09-10 11:58:59	22	3	4	0
264	24500	2021-09-10 16:04:35	22	7	9	3
265	24500	2021-09-10 16:48:49	22	6	8	0
266	24500	2021-09-10 20:06:38	22	5	6	0
267	25200	2021-09-10 20:18:39	22	3	4	3
268	23000	2021-09-11 12:33:38	22	8	10	0
269	22300	2021-09-11 13:10:11	22	8	10	1
270	25200	2021-09-11 13:26:44	22	5	6	0
271	18700	2021-09-11 15:30:24	23	6	8	3
272	33100	2021-09-11 16:04:51	23	7	9	0
273	37100	2021-09-11 19:34:08	23	7	9	0
274	34500	2021-09-11 20:23:49	23	7	9	3
275	28600	2021-09-12 13:05:02	23	8	10	0
276	16700	2021-09-12 13:35:08	23	3	4	0
277	35000	2021-09-12 14:25:01	23	3	4	0
278	34600	2021-09-12 17:54:00	23	1	1	0
279	10700	2021-09-12 18:01:05	23	1	1	0
280	28200	2021-09-12 19:14:03	23	1	1	0
281	17500	2021-09-12 19:23:25	24	6	8	0
282	16900	2021-09-12 22:34:51	24	1	1	0
283	28900	2021-09-13 11:11:49	24	1	1	0
284	25500	2021-09-13 14:30:17	24	6	8	0
285	39300	2021-09-13 15:07:22	24	7	9	0
286	36400	2021-09-13 19:41:38	24	6	8	0
287	34400	2021-09-13 22:08:22	24	6	8	0
288	40400	2021-09-13 22:37:20	24	6	8	0
289	38800	2021-09-13 22:46:51	24	8	10	0
290	48900	2021-09-14 10:53:52	24	7	9	0
291	42900	2021-09-14 13:42:14	24	7	9	0
292	44400	2021-09-14 14:22:13	24	1	1	0
293	47800	2021-09-14 19:54:28	25	6	8	0
294	84800	2021-09-14 21:28:45	25	3	4	0
295	52900	2021-09-15 10:37:40	25	8	10	0
296	82800	2021-09-15 11:02:33	25	5	6	0
297	48900	2021-09-15 13:32:31	25	6	8	3
298	61800	2021-09-15 16:47:14	25	7	9	3
299	44000	2021-09-15 18:12:12	25	1	1	1
300	52900	2021-09-15 19:31:07	25	7	9	3
301	127300	2021-09-15 20:20:10	26	6	8	1
302	46100	2021-09-15 22:32:57	27	3	4	0
303	58100	2021-09-16 11:39:43	27	6	8	0
304	50100	2021-09-16 13:22:30	27	6	8	0
305	75000	2021-09-16 17:14:25	27	6	8	0
306	64000	2021-09-16 22:41:16	27	7	9	3
307	93000	2021-09-17 11:11:29	27	5	6	0
308	93900	2021-09-17 11:55:44	27	8	10	0
309	104900	2021-09-17 13:27:55	27	8	10	0
310	50100	2021-09-17 13:43:58	27	7	9	0
311	41100	2021-09-17 14:16:26	27	8	10	3
312	82000	2021-09-17 19:22:41	27	8	10	3
313	61900	2021-09-17 21:23:10	28	5	6	0
314	55800	2021-09-17 21:43:23	28	8	10	1
315	43100	2021-09-17 22:18:01	28	5	6	3
316	46800	2021-09-18 13:48:17	28	1	1	0
317	43100	2021-09-18 19:24:35	28	6	8	0
318	55800	2021-09-18 21:06:04	28	5	6	0
319	21300	2021-09-19 10:04:26	28	8	10	0
320	39300	2021-09-19 11:09:17	29	7	9	0
321	24700	2021-09-19 12:39:35	29	1	1	3
322	41400	2021-09-19 13:22:08	29	7	9	0
323	51100	2021-09-19 14:08:29	29	1	1	0
324	32300	2021-09-19 16:47:45	29	6	8	0
325	21500	2021-09-19 21:16:19	29	5	6	0
326	16300	2021-09-19 21:21:26	30	3	4	3
327	17300	2021-09-20 10:14:28	30	1	1	0
328	18800	2021-09-20 11:28:22	30	7	9	0
329	25300	2021-09-20 14:35:41	30	6	8	0
330	13400	2021-09-20 14:39:34	30	8	10	0
331	8200	2021-09-20 14:57:58	30	7	9	0
332	7400	2021-09-20 15:04:08	30	8	10	0
333	9400	2021-09-20 20:12:04	30	3	4	0
334	30800	2021-09-20 21:15:07	31	6	8	0
335	42700	2021-09-21 10:23:17	31	8	10	0
336	58600	2021-09-21 10:45:57	31	5	6	0
337	58600	2021-09-21 13:24:45	31	3	4	0
338	59600	2021-09-21 18:19:00	31	8	10	0
339	44700	2021-09-21 19:03:25	31	3	4	0
340	42700	2021-09-21 20:28:31	31	6	8	0
341	27800	2021-09-22 12:12:11	31	1	1	0
342	74000	2021-09-22 12:31:23	32	7	9	0
343	59500	2021-09-22 14:09:07	32	8	10	0
344	120000	2021-09-22 14:20:24	32	7	9	0
345	56000	2021-09-22 14:49:01	32	6	8	0
346	112800	2021-09-22 15:07:05	32	8	10	0
347	83000	2021-09-22 15:27:03	32	5	6	0
348	75500	2021-09-22 15:46:37	32	8	10	0
349	114000	2021-09-22 16:02:28	32	6	8	0
350	56800	2021-09-22 16:25:57	32	7	9	0
351	48800	2021-09-22 16:57:55	32	6	8	0
352	72700	2021-09-22 18:39:35	33	8	10	0
353	86700	2021-09-22 19:34:11	33	8	10	0
354	70700	2021-09-22 20:41:02	33	6	8	0
355	61700	2021-09-22 22:11:30	33	3	4	0
356	72700	2021-09-23 16:26:19	33	3	4	0
357	61700	2021-09-23 17:55:53	33	1	1	0
358	48800	2021-09-23 18:10:51	33	7	9	0
359	59900	2021-09-23 22:25:26	34	5	6	0
360	198800	2021-09-23 22:50:20	34	6	8	0
361	187000	2021-09-24 11:48:09	34	1	1	0
362	187000	2021-09-24 12:09:39	34	8	10	0
363	229000	2021-09-24 13:16:01	34	1	1	0
364	187000	2021-09-24 14:26:58	34	8	10	0
365	187000	2021-09-24 16:42:08	34	8	10	0
366	187000	2021-09-24 18:55:35	34	8	10	0
367	144900	2021-09-25 16:40:07	34	1	1	0
368	190000	2021-09-25 17:44:31	34	5	6	0
369	44800	2021-09-25 17:59:51	35	5	6	0
370	96600	2021-09-25 21:17:35	35	8	10	0
371	132000	2021-09-25 22:49:44	35	5	6	0
372	82600	2021-09-26 10:20:53	35	7	9	0
373	66700	2021-09-26 10:22:43	35	3	4	0
374	97500	2021-09-26 14:59:41	35	7	9	0
375	95100	2021-09-26 16:55:27	35	3	4	0
376	136590	2021-09-26 22:58:06	36	5	6	0
377	158600	2021-09-27 12:59:31	36	3	4	0
378	128690	2021-09-27 15:10:20	36	6	8	0
379	85700	2021-09-27 15:24:08	36	8	10	0
380	97790	2021-09-27 17:52:01	36	3	4	0
381	151600	2021-09-27 18:36:07	36	1	1	0
382	116600	2021-09-27 20:38:24	36	6	8	0
383	165500	2021-09-28 10:27:34	37	8	10	0
384	76600	2021-09-28 12:56:16	37	7	9	0
385	165500	2021-09-28 18:46:25	37	6	8	0
386	154500	2021-09-29 12:04:26	37	5	6	0
387	155500	2021-09-29 13:38:50	37	3	4	0
388	55700	2021-09-29 14:20:04	37	8	10	0
389	154500	2021-09-29 17:02:00	37	1	1	0
390	75500	2021-09-29 17:24:51	38	7	9	0
391	30800	2021-09-29 21:57:36	38	5	6	0
392	30800	2021-09-30 13:41:30	38	8	10	0
393	30800	2021-09-30 16:33:51	38	8	10	0
394	45700	2021-09-30 18:15:14	38	1	1	0
395	45700	2021-09-30 18:38:28	38	1	1	0
396	45700	2021-09-30 19:03:01	38	1	1	0
397	45700	2021-09-30 22:16:42	38	1	1	0
